nombre,precioUnitario,unidad,precioFinal,URL,ingredientes,descripcion,categoria,marca,supermercado
Cereales bolitas de miel 500 g,"10,70",KILO,"1,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A88064_00.jpg?t=20241106030118,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Ginebra Beefeater Black 70cl,"21,41€",LITRO,"14,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw833b94eb/Assets/040046_C1C1/large/e/0/d/7/e0d7f6b044371660a9cc6caec4ad7c197eafa2f5_040046_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,AHORRAMAS
Queso semicurado Camporeal,"15,50€",Kg,"15,50€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwaeaa4230/Assets/08025_C1C1/large/c/0/7/3/c0730240285628da0d10998130a813fd70a9e219_08025_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Jabon íntimo Chilly 250ml protect fórmula activa,"1,84€",100 ML.,"4,59€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw856bd461/Assets/08002410032574_C1C1/large/2/f/f/f/2fff91410c61a9f45ef1a10239f6fc35f0610a2d_08002410032574_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Queso picón azul Bejes-Tresviso Quesería del Mundo 150 g,2.49,KILO,16.6,,"Aceite de oliva, ajo, perejil, sal marina",Queso Picón Bejes-Tresviso 150 g,Frescos,DIA,Dia
Desodorante roll-on 48h Sanex Dermo Extra Control 50ml,"4,20€",100 ML.,"2,10€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwf5d9a266/Assets/08718951463899_C1C1/large/c/0/a/f/c0af6628d025f5270c6677f4a09f3478f7a1dc34_08718951463899_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Harina de maíz blanca 1 kg,"15,49",KILO,"2,54 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A78016_00.jpg?t=20241106030428,"Harina de espelta, agua, sal marina, levadura",,Alimentacion,,BM
Vino tinto DO Toro Bajoz tempranillo,"5,32€",LITRO,"3,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw79f89e5e/Assets/03523_C1C1/large/6/d/a/e/6daedd4c366ced25629e13f6a83865c73ef26e24_03523_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,AHORRAMAS
"Bebida isotónica de cereza, lima y frambuesa Prime Ice Pop 50cl","5,98€",LITRO,"2,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwcfd99742/Assets/060064_C1C1/large/6/1/0/1/61015bdb8c66843eb732cb3db28d90e9ab296333_060064_C1C1.jpg?sw=400&sh=900&sm=fit,"Agua carbonatada, extracto de frutas, azúcar, colorantes",,Bebidas,,AHORRAMAS
Albóndigas vegetarianas con salsa de tomate Litoral 415g,"9,52€",KILO,"3,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwddacc3d2/Assets/030361_C1C1/large/a/1/7/4/a1740927975ba1f7ecfe767ae3eac02fb37581a4_030361_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Lasaña La Cocinera 500g champiñón,"9,98€",KILO,"4,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw53e0e511/Assets/055754_C1C1/large/9/6/f/f/96ff1d12b7accdb3c141a2edb5220ebe9f6ad498_055754_C1C1.png?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Congelados,,AHORRAMAS
Champú fortificante fuerza y brillo cabello normal Fructis botella 300 ml,3.49,,,,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,DIA,Dia
Burger meat mixta cerdo y vacuno ElPozo 540g pack 6 uds,"7,78€",KILO,"4,20€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwc4cded1c/Assets/026497_C1C1/large/8/f/c/6/8fc677c9c3e8d545fadc45906c88f0dc58e28adc_026497_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Tomate triturado 400 g,"37,50",KILO,"0,70 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A05849_00.jpg?t=20241106030107,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Aceitunas verdes con hueso campo real Guerra 950g,"4,95€",KG.PESO ESC,"4,70€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw8056b999/Assets/043008_C1C1/large/9/7/0/5/9705f4f878aae0ce780fefd06559f9b05075923b_043008_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,AHORRAMAS
Queso de untar original Philadelphia tarrina 350 g,3.69,KILO,10.54,,"Harina de maíz, agua, sal, antioxidantes",Queso blanco pasterizado.,Frescos,DIA,Dia
Lejía con detergente Dia garrafa 2 l,1.15,LITRO,0.58,,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,DIA,Dia
Bacon en tiras Nuestra Alacena de Dia bandeja 2 x 100 g,1.76,KILO,8.8,,"Aceite de oliva, ajo, perejil, sal marina",Bacon cocido en tiras.,Frescos,DIA,Dia
Coletero tela Minnie 3 unidades granate,"1,66€",UNIDAD,"4,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw132b1a4f/Assets/080563_C1C1/large/e/2/1/2/e212f80acda38056ff352be3a9b9bf37726b13fa_080563_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Margarina Omega 3 250 g,"8,45",KILO,"2,95 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A78927_00.jpg?t=20240830030026,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Insecticida laca Lanta 300ml,"6,83€",LITRO,"2,05€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw72eeecfc/Assets/083698_C1C1/large/a/3/9/1/a3919a86e77b1188cb8b2b99368c8134fee0a63f_083698_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,,AHORRAMAS
Pasta de dientes Colgate 75 ml Total Anti-Placa,"5,05€",100 ML.,"3,79€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw2356144a/Assets/08718951649019_C1C1/large/d/c/7/9/dc796111bb1311b55206dc67d26b86d068f3be6b_08718951649019_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Aceite de maíz 1 l,"8,45",LITRO,"2,96 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A03187_00.jpg?t=20241106030010,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Galletas Sharkies sin gluten 250 g,"8,45",KILO,"2,95 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A45101_00.jpg?t=20241106030549,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Queso con piña Castello,"20,30€",Kg,"20,30€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwcde64402/Assets/036368_C1C1/large/9/7/7/4/977401f63907ce5b3dad062c3df4fa80f9f27650_036368_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,AHORRAMAS
Queso emmental cuña 220 g,"5,20",KILO,"3,26 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A64319_00.jpg?t=20241107030047,"Harina de maíz, agua, sal, antioxidantes",,Lacteos,,BM
Garbanzo cocido Legumbres La Asturiana frasco 400 g,1.7,KILO,4.25,,"Harina de maíz, agua, sal, antioxidantes",Garbanzos,Alimentacion,DIA,Dia
Copos de avena finos 500 g,"23,25",KILO,"2,60 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Galletas digestive Galleteca de Dia caja 800 g,1.6,KILO,2.0,,"Harina de maíz, agua, sal, antioxidantes",Galletas de trigo,Alimentacion,DIA,Dia
Pan de kurkuma con pasas 300 g,"26,90",UNIDAD,"2,25 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Harina de espelta, agua, sal marina, levadura",,Alimentacion,,BM
Actimel pack 6 sabor fresa plátano,"5,97€",KILO,"3,58€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw2e98f3f5/Assets/060301_C1C1/large/c/f/e/0/cfe078bd78edd2791ce36256d6eb4a93b936efa2_060301_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Lacteos,,AHORRAMAS
Yogur de coco con stracciatella 340 g,"6,95",KILO,"2,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A63895_00.jpg?t=20241108030149,"Leche desnatada, calcio, vitaminas D y B12",,Lacteos,,BM
Steak tartar marinado Casa de vacas bandeja 180 g,8.99,KILO,49.94,,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,DIA,Dia
Salsa para hamburguesas Salseo de Dia bote 300 g,1.69,KILO,5.63,,"Frutas deshidratadas, jarabe de agave, nueces",Salsa Burger,Alimentacion,DIA,Dia
Infusión salvia 20 sobres,"9,29",UNIDAD,"2,79 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A63965_00.jpg?t=20241106030117,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Desinfectante discos activos Pato recambio 2 unidades Marine,"2,77€",UNIDAD,"5,55€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw3980b372/Assets/06812_C1C1/large/4/c/9/8/4c98314276c52e7a7949e622f19ff052ff9fd607_06812_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Limpieza,,AHORRAMAS
Natillas proteinas Danone Pack 4 Vainilla,"4,77€",KILO,"2,29€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwec3461fb/Assets/08410500029951_C1C1/large/d/1/6/4/d1646ec5f4d54c56cf1739d9bb11ae670118ad5b_08410500029951_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Lacteos,,AHORRAMAS
Azúcar de coco 300 g,"23,25",KILO,"4,55 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Dorada (300-400 g aprox/unidad),"16,10",UNIDAD,"3,95 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A36269_00.jpg?t=20241109030114,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Patata para freír bolsa 2kg,"1,94€",KILO,"3,88€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw2890b7e0/Assets/024774_C1C1/large/b/7/e/6/b7e6d5cb3cf51b226327e8daa2ad9b0c2e3e3475_024774_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Rúcula 100 g,"1,85",KILO,"2,09 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A23762_00.jpg?t=20241108030030,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Miel de flores antigoteo Mielove de Dia frasco 500 g,2.95,KILO,5.9,,"Harina de maíz, agua, sal, antioxidantes",Miel de flores,Alimentacion,DIA,Dia
Pan de molde blanco El molino de Dia bolsa 460 g,0.85,KILO,1.85,,"Harina integral, aceite de oliva, semillas, sal",Pan de molde.,Alimentacion,DIA,Dia
Huevos L docena,"4,95",DOCENA,"3,54 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Brandy centenario 1 l,"6,95",LITRO,"9,49 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A02766_00.jpg?t=20241106030126,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Yogur desnatado con frambuesa sin lactosa 4x125 g,"37,50",KILO,"2,19 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A76338_00.jpg?t=20241105030723,"Leche desnatada, calcio, vitaminas D y B12",,Lacteos,,BM
Helado mini classic 6 unidades,"23,25",LITRO,"2,99 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159479,"Aceite de oliva, ajo, perejil, sal marina",,Congelados,,BM
Paté a la pimienta negra 125 g,"95,99",KILO,"1,95 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A43459_00.jpg?t=20241109030149,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Yogur griego con fresas 4x110g,"17,80",KILO,"2,75 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A60255_00.jpg?t=20241109030206,"Leche de almendras, azúcar, estabilizantes, sal",,Lacteos,,BM
Macarrones plumas sin gluten 450 g,"23,25",KILO,"2,20 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A11064_00.jpg?t=20241106030123,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Tarro Hero baby verdura merluza desde 8meses 235g,"7,19€",KILO,"1,69€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwa3e3ff1f/Assets/034953_C1C1/large/f/8/3/7/f837f95078baf0ac78666db9b9379ebc83fad41e_034953_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Bebe,,AHORRAMAS
Tinte de cabello sin amoníaco Revlon Colorsilk nº 51 castaño claro,"3,19€",UNIDAD,"3,19€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwc3e2401c/Assets/043888_C1C1/large/2/9/f/7/29f75f5d80b84a3a3a4836e7c84265189ad9cdd5_043888_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Vinagre de manzana 750 ml,"37,50",LITRO,"2,39 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Copa menstrual Silvercare talla M,"8,50€",UNIDAD,"8,50€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw6fd965c2/Assets/046355_C1C1/large/4/0/6/4/40649d25533313133a5ddb7c6ececbf7fa4c61a3_046355_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Levadura panaderia Royal 5 sobres,"80,36€",KILO,"2,25€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwbdf81bd3/Assets/060779_C1N1/large/6/c/2/f/6c2f3df22e7f31a66156a7572fe6ec3db02871ee_060779_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de espelta, agua, sal marina, levadura",,Alimentacion,,AHORRAMAS
Tomate frito ecológico 340 g,"8,45",KILO,"3,15 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Postre de soja sabor vainilla Alpro vaso 400 g,2.29,KILO,5.73,,"Cacao amargo, avellanas, aceite de palma, edulcorante","Producto fermentado a base de soja, vainilla, con calcio y vitaminas añadidas.",Lacteos,DIA,Dia
Hamburguesa de vacuno ecológica Selección de Dia bandeja 240 g,2.99,KILO,12.46,,"Harina de maíz, agua, sal, antioxidantes",Hamburguesa de vacuno,Frescos,DIA,Dia
Lápiz de ojos Rimmel Scandal'eyes 24h 008 blue,"6,49€",UNIDAD,"6,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw01bef1e1/Assets/035021_C1C1/large/2/6/9/b/269b4560d77eb08573366899abbfa6412c856649_035021_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Aceite de oliva virgen extra ODA nº 5 Maestros de Hojiblanca 500ml,"11,50€",LITRO,"5,75€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwa5d2dfcc/Assets/053727_C1C1/large/9/7/b/e/97be2f9f35560f0f141db23c97aa01416d43b601_053727_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,AHORRAMAS
Protector desechable WC 3 uds impermeable,"0,33€",UNIDAD,"1,00€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw405657a6/Assets/07667_C1C1/large/8/5/f/8/85f8851846e53a85b6d13ca59aa04bb404ed5f23_07667_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Pechuga de pavo 115 g,"9,96",KILO,"1,82 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A65718_00.jpg?t=20241106030113,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Delineador de ojos Rimmel Scandaleyes brown 002 chocolate brown,"4,35€",UNIDAD,"4,35€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw54f408c8/Assets/056690_C1C1/large/5/2/a/b/52ab51bc3637a636b1bbfc15e164110217b34f1f_056690_C1C1.jpg?sw=400&sh=900&sm=fit,"Leche en polvo, cacao, azúcar, almendras",,Cuidado personal,,AHORRAMAS
Sirope de ágave Azucarera botella 360 g,2.99,KILO,8.31,,"Frutas deshidratadas, jarabe de agave, nueces",Sirope de Agave,Alimentacion,DIA,Dia
Patatas fritas gajo McCain 750g rustic,"4,47€",KILO,"3,35€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw53225bad/Assets/0027034_C1C1/large/9/c/d/9/9cd931baddcfb850d56e55805cc5f6f53ed34899_0027034_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Congelados,,AHORRAMAS
Filete 1ºa de ternera Selección de Dia bandeja 450 g aprox.,7.65,KILO,16.99,,"Harina de maíz, agua, sal, antioxidantes",Filete 1ª A de ternera,Frescos,DIA,Dia
Mascarilla capilar nutritiva Fructis 320ml nutri repair butter,"1,47€",100 ML.,"4,70€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw3467b5a8/Assets/043907_C1C1/large/c/0/d/d/c0ddc90c7780d6a414349a56c9ab2bf9b667b78b_043907_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Galleta Marie Lu original 550 g,"37,50",KILO,"3,95 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A10679_00.jpg?t=20241106030549,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Cerveza sabor limón 33 cl,"6,95",LITRO,"0,84 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A12109_00.jpg?t=20241106030350,"Agua carbonatada, extracto de frutas, azúcar, colorantes",,Bebidas,,BM
Gelatina de Fresa 4x100 g,"15,49",KILO,"1,39 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A80068_00.jpg?t=20241108030020,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,BM
Costillar de añojo (250 g aprox),"12,95",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156092,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Flan de huevo Alipende pack 6 al baño maria,"3,32€",KILO,"1,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw96eeb5fe/Assets/036285_C1C1/large/5/5/b/e/55bec611fc3fb1342300c6c540abb71daff2cc41_036285_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Lacteos,,AHORRAMAS
Galleta príncipe estrella 150 g,"37,50",KILO,"2,60 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A06039_00.jpg?t=20241106030047,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Eau de toilette kids Saphir 100ml pink,"5,89€",100 ML.,"5,89€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwe49e9827/Assets/07495_C1C1/large/0/d/1/a/0d1a30bce3feda4d58a9de5a07f7b4c58a79ce2a_07495_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Toallitas infantiles Bodyplus 20u cara y manos,"0,03€",UNIDAD,"0,60€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw47bb65f9/Assets/057680_C1C1/large/d/e/1/e/de1e13ea08435600aa53a66c697ae93680de03b5_057680_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Chuleta de pavo al ajillo en bandeja (500 g aprox),"8,99",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156032,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Galleta de salvado de avena 220 g,"23,25",KILO,"3,25 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A76932_00.jpg?t=20241106030049,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Bebida extracto de malta Pony 33cl,"5,12€",LITRO,"1,69€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw498f4744/Assets/069722_C1C1/large/9/f/8/1/9f817219d8256e467fc56ecca2a7ac0dce9df082_069722_C1C1.jpg?sw=400&sh=900&sm=fit,"Agua carbonatada, extracto de frutas, azúcar, colorantes",,Bebidas,,AHORRAMAS
Zumo de naranja 100% con pulpa Zumosfera de Dia brik 1 l,1.75,LITRO,1.75,,"Aceite de oliva, ajo, perejil, sal marina",Zumo de naranja,Bebidas,DIA,Dia
Yogur líquido sabor piña y coco Dia Láctea botella 1 Kg,1.37,KILO,1.37,,"Leche desnatada, calcio, vitaminas D y B12",Yogur líquido con piña y coco,Lacteos,DIA,Dia
Lavavajillas mano concentrado limón Super Paco de Dia botella 1 l,1.75,LITRO,1.75,,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,DIA,Dia
"Alimento para gatos bocaditos con trucha, salmón y verduras Deligato Dia lata 400 g",0.79,KILO,1.98,,"Frutas deshidratadas, jarabe de agave, nueces",Alimento completo para gatos adultos.,Mascotas,DIA,Dia
Gel baño Lactovit 750ml Reparador para piel extra-seca,"0,47€",100 ML.,"3,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwaee7e383/Assets/064174_C1C1/large/1/7/8/7/178712fffb54a6205822d1c83877aafb36a07f65_064174_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Tomate frito 3x210 g,"7,95",KILO,"0,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A18126_00.jpg?t=20241106030107,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Pastas de té constelación 500 g,"10,70",KILO,"10,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A85536_00.jpg?t=20241106030321,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Detergente en polvo Lanta 90 lavados clásico,"0,10€",LAVADO,"8,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw52a6df96/Assets/048680_C1C1/large/5/9/8/f/598fba720637a7200de6a6de9178af7effec217e_048680_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Limpieza,,AHORRAMAS
Galletas de chocolate blanco sándwich Alipende 252g,"7,54€",KILO,"1,90€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw4c63aacc/Assets/074732_C1C1/large/f/4/1/0/f41051667e84fee699061018b34209e62e4ac6a1_074732_C1C1.jpg?sw=400&sh=900&sm=fit,"Cacao, azúcar, manteca de cacao, vainilla",,Alimentacion,,AHORRAMAS
Barritas de proteínas sabor brownie Just loading bolsa 35 g,1.39,KILO,39.71,,"Almendras, dátiles, aceite de coco, semillas de chía",Barrita proteica sabor brownie con chocolate negro con edulcorante JustLoading,Alimentacion,DIA,Dia
Gel Ducha Puro 0% Hidrogensse 800ml Relajante,"0,28€",100 ML.,"2,25€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw5bcd104a/Assets/08411135433403_C1C1/large/6/a/9/3/6a93e0a1ed764e5d6e1762dbe4efa9d60a57fb9f_08411135433403_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Tinte de cabello sin amoníaco Revlon Colorsilk nº 37 chocolate,"3,19€",UNIDAD,"3,19€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwbf2a6586/Assets/043892_C1C1/large/b/9/a/0/b9a0a7871bea2ce682d436c16c398e0c48fa4bd3_043892_C1C1.jpg?sw=400&sh=900&sm=fit,"Cacao amargo, avellanas, aceite de palma, edulcorante",,Cuidado personal,,AHORRAMAS
